            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2427058.000000000, A.D. 1932-Dec-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427089.000000000, A.D. 1933-Jan-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427120.000000000, A.D. 1933-Feb-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427148.000000000, A.D. 1933-Mar-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427179.000000000, A.D. 1933-Apr-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427209.000000000, A.D. 1933-May-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427240.000000000, A.D. 1933-Jun-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427270.000000000, A.D. 1933-Jul-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427301.000000000, A.D. 1933-Aug-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427332.000000000, A.D. 1933-Sep-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427362.000000000, A.D. 1933-Oct-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427393.000000000, A.D. 1933-Nov-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427423.000000000, A.D. 1933-Dec-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427454.000000000, A.D. 1934-Jan-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427485.000000000, A.D. 1934-Feb-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427513.000000000, A.D. 1934-Mar-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427544.000000000, A.D. 1934-Apr-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427574.000000000, A.D. 1934-May-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427605.000000000, A.D. 1934-Jun-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427635.000000000, A.D. 1934-Jul-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427666.000000000, A.D. 1934-Aug-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427697.000000000, A.D. 1934-Sep-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427727.000000000, A.D. 1934-Oct-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427758.000000000, A.D. 1934-Nov-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427788.000000000, A.D. 1934-Dec-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427819.000000000, A.D. 1935-Jan-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427850.000000000, A.D. 1935-Feb-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427878.000000000, A.D. 1935-Mar-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427909.000000000, A.D. 1935-Apr-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427939.000000000, A.D. 1935-May-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2427970.000000000, A.D. 1935-Jun-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2428000.000000000, A.D. 1935-Jul-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2428031.000000000, A.D. 1935-Aug-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2428062.000000000, A.D. 1935-Sep-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2428092.000000000, A.D. 1935-Oct-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
2428123.000000000, A.D. 1935-Nov-16 12:00:00.0000,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
